14.11.2024 18:29:49	00.155V	01.298A
14.11.2024 18:29:50	00.191V	01.298A
14.11.2024 18:29:51	00.203V	01.298A
14.11.2024 18:29:52	00.212V	01.298A
14.11.2024 18:29:53	00.217V	01.298A
14.11.2024 18:29:54	00.222V	01.298A
14.11.2024 18:29:55	00.225V	01.298A
14.11.2024 18:29:56	00.228V	01.298A
14.11.2024 18:29:57	00.230V	01.298A
14.11.2024 18:29:58	00.231V	01.298A
14.11.2024 18:29:59	00.233V	01.298A
14.11.2024 18:30:00	00.234V	01.298A
14.11.2024 18:30:01	00.235V	01.298A
14.11.2024 18:30:02	00.236V	01.298A
14.11.2024 18:30:03	00.236V	01.298A
14.11.2024 18:30:04	00.237V	01.298A
14.11.2024 18:30:05	00.237V	01.298A
14.11.2024 18:30:06	00.238V	01.298A
14.11.2024 18:30:07	00.239V	01.298A
14.11.2024 18:30:08	00.239V	01.298A
14.11.2024 18:30:09	00.239V	01.298A
14.11.2024 18:30:10	00.239V	01.298A
14.11.2024 18:30:11	00.240V	01.298A
14.11.2024 18:30:12	00.240V	01.298A
14.11.2024 18:30:13	00.240V	01.298A
14.11.2024 18:30:14	00.240V	01.298A
14.11.2024 18:30:15	00.240V	01.298A
14.11.2024 18:30:16	00.241V	01.298A
14.11.2024 18:30:17	00.241V	01.298A
14.11.2024 18:30:18	00.241V	01.298A
14.11.2024 18:30:19	00.241V	01.298A
14.11.2024 18:30:20	00.241V	01.298A
14.11.2024 18:30:21	00.241V	01.298A
14.11.2024 18:30:22	00.241V	01.298A
14.11.2024 18:30:23	00.242V	01.298A
14.11.2024 18:30:24	00.242V	01.298A
14.11.2024 18:30:25	00.242V	01.298A
14.11.2024 18:30:26	00.242V	01.298A
14.11.2024 18:30:27	00.242V	01.298A
14.11.2024 18:30:28	00.242V	01.298A
14.11.2024 18:30:29	00.242V	01.298A
14.11.2024 18:30:30	00.242V	01.298A
14.11.2024 18:30:31	00.242V	01.298A
14.11.2024 18:30:32	00.243V	01.298A
14.11.2024 18:30:33	00.243V	01.298A
14.11.2024 18:30:34	00.243V	01.298A
14.11.2024 18:30:35	00.243V	01.298A
14.11.2024 18:30:36	00.243V	01.298A
14.11.2024 18:30:37	00.243V	01.298A
14.11.2024 18:30:38	00.244V	01.298A
14.11.2024 18:30:39	00.244V	01.298A
14.11.2024 18:30:40	00.244V	01.298A
14.11.2024 18:30:41	00.244V	01.298A
14.11.2024 18:30:42	00.244V	01.298A
14.11.2024 18:30:43	00.244V	01.298A
14.11.2024 18:30:44	00.244V	01.298A
14.11.2024 18:30:45	00.244V	01.298A
14.11.2024 18:30:46	00.244V	01.298A
14.11.2024 18:30:47	00.244V	01.298A
14.11.2024 18:30:48	00.244V	01.298A
14.11.2024 18:30:49	00.245V	01.298A
14.11.2024 18:30:50	00.245V	01.298A
14.11.2024 18:30:51	00.245V	01.298A
14.11.2024 18:30:52	00.245V	01.298A
14.11.2024 18:30:53	00.245V	01.298A
14.11.2024 18:30:54	00.245V	01.298A
14.11.2024 18:30:55	00.245V	01.298A
14.11.2024 18:30:56	00.245V	01.298A
14.11.2024 18:30:57	00.245V	01.298A
14.11.2024 18:30:58	00.245V	01.298A
14.11.2024 18:30:59	00.245V	01.298A
14.11.2024 18:31:00	00.245V	01.298A
14.11.2024 18:31:01	00.245V	01.298A
14.11.2024 18:31:02	00.245V	01.298A
14.11.2024 18:31:03	00.245V	01.298A
14.11.2024 18:31:04	00.246V	01.298A
14.11.2024 18:31:05	00.246V	01.298A
14.11.2024 18:31:06	00.246V	01.298A
14.11.2024 18:31:07	00.246V	01.298A
14.11.2024 18:31:08	00.246V	01.298A
14.11.2024 18:31:09	00.246V	01.298A
14.11.2024 18:31:10	00.246V	01.298A
14.11.2024 18:31:11	00.246V	01.298A
14.11.2024 18:31:12	00.246V	01.298A
14.11.2024 18:31:13	00.246V	01.298A
14.11.2024 18:31:14	00.246V	01.298A
14.11.2024 18:31:15	00.246V	01.298A
14.11.2024 18:31:16	00.246V	01.298A
14.11.2024 18:31:17	00.246V	01.298A
14.11.2024 18:31:18	00.246V	01.298A
14.11.2024 18:31:19	00.246V	01.298A
14.11.2024 18:31:20	00.247V	01.298A
14.11.2024 18:31:21	00.247V	01.298A
14.11.2024 18:31:22	00.247V	01.298A
14.11.2024 18:31:23	00.247V	01.298A
14.11.2024 18:31:24	00.247V	01.298A
14.11.2024 18:31:25	00.247V	01.298A
14.11.2024 18:31:26	00.247V	01.298A
14.11.2024 18:31:27	00.247V	01.298A
14.11.2024 18:31:28	00.248V	01.300A
14.11.2024 18:31:29	00.253V	01.308A
14.11.2024 18:31:31	00.254V	01.308A
14.11.2024 18:31:32	00.255V	01.308A
14.11.2024 18:31:33	00.256V	01.308A
14.11.2024 18:31:34	00.256V	01.308A
14.11.2024 18:31:35	00.256V	01.308A
14.11.2024 18:31:36	00.257V	01.308A
14.11.2024 18:31:37	00.257V	01.308A
14.11.2024 18:31:38	00.257V	01.308A
14.11.2024 18:31:39	00.257V	01.308A
14.11.2024 18:31:40	00.258V	01.308A
14.11.2024 18:31:41	00.258V	01.308A
14.11.2024 18:31:42	00.258V	01.308A
14.11.2024 18:31:43	00.258V	01.308A
14.11.2024 18:31:44	00.258V	01.308A
14.11.2024 18:31:45	00.258V	01.308A
14.11.2024 18:31:46	00.258V	01.308A
14.11.2024 18:31:47	00.258V	01.308A
14.11.2024 18:31:48	00.258V	01.308A
14.11.2024 18:31:49	00.258V	01.308A
14.11.2024 18:31:50	00.258V	01.308A
14.11.2024 18:31:51	00.259V	01.308A
14.11.2024 18:31:52	00.259V	01.308A
14.11.2024 18:31:53	00.259V	01.308A
14.11.2024 18:31:54	00.260V	01.314A
14.11.2024 18:31:55	00.265V	01.318A
14.11.2024 18:31:56	00.267V	01.318A
14.11.2024 18:31:57	00.268V	01.318A
14.11.2024 18:31:58	00.268V	01.318A
14.11.2024 18:31:59	00.269V	01.318A
14.11.2024 18:32:00	00.269V	01.318A
14.11.2024 18:32:01	00.270V	01.318A
14.11.2024 18:32:02	00.270V	01.318A
14.11.2024 18:32:03	00.270V	01.318A
14.11.2024 18:32:04	00.270V	01.318A
14.11.2024 18:32:05	00.271V	01.318A
14.11.2024 18:32:06	00.271V	01.318A
14.11.2024 18:32:07	00.271V	01.318A
14.11.2024 18:32:08	00.271V	01.318A
14.11.2024 18:32:09	00.271V	01.318A
14.11.2024 18:32:10	00.271V	01.318A
14.11.2024 18:32:11	00.272V	01.318A
14.11.2024 18:32:12	00.272V	01.318A
14.11.2024 18:32:13	00.272V	01.318A
14.11.2024 18:32:14	00.272V	01.318A
14.11.2024 18:32:15	00.272V	01.318A
14.11.2024 18:32:16	00.272V	01.318A
14.11.2024 18:32:17	00.272V	01.318A
14.11.2024 18:32:18	00.272V	01.318A
14.11.2024 18:32:19	00.276V	01.328A
14.11.2024 18:32:20	00.280V	01.328A
14.11.2024 18:32:21	00.281V	01.328A
14.11.2024 18:32:22	00.282V	01.328A
14.11.2024 18:32:23	00.283V	01.328A
14.11.2024 18:32:24	00.283V	01.328A
14.11.2024 18:32:25	00.284V	01.328A
14.11.2024 18:32:26	00.284V	01.328A
14.11.2024 18:32:27	00.285V	01.328A
14.11.2024 18:32:28	00.285V	01.328A
14.11.2024 18:32:29	00.285V	01.328A
14.11.2024 18:32:30	00.286V	01.328A
14.11.2024 18:32:31	00.286V	01.328A
14.11.2024 18:32:32	00.286V	01.328A
14.11.2024 18:32:33	00.286V	01.328A
14.11.2024 18:32:34	00.286V	01.328A
14.11.2024 18:32:35	00.286V	01.328A
14.11.2024 18:32:36	00.286V	01.328A
14.11.2024 18:32:37	00.287V	01.328A
14.11.2024 18:32:38	00.287V	01.328A
14.11.2024 18:32:39	00.287V	01.328A
14.11.2024 18:32:40	00.287V	01.328A
14.11.2024 18:32:41	00.287V	01.328A
14.11.2024 18:32:42	00.287V	01.328A
14.11.2024 18:32:43	00.287V	01.328A
14.11.2024 18:32:44	00.292V	01.339A
14.11.2024 18:32:45	00.296V	01.338A
14.11.2024 18:32:46	00.298V	01.338A
14.11.2024 18:32:47	00.299V	01.338A
14.11.2024 18:32:48	00.300V	01.338A
14.11.2024 18:32:49	00.301V	01.338A
14.11.2024 18:32:50	00.301V	01.338A
14.11.2024 18:32:51	00.302V	01.338A
14.11.2024 18:32:52	00.302V	01.338A
14.11.2024 18:32:53	00.302V	01.338A
14.11.2024 18:32:54	00.303V	01.338A
14.11.2024 18:32:55	00.303V	01.338A
14.11.2024 18:32:56	00.303V	01.338A
14.11.2024 18:32:57	00.303V	01.338A
14.11.2024 18:32:58	00.303V	01.338A
14.11.2024 18:32:59	00.304V	01.338A
14.11.2024 18:33:00	00.304V	01.338A
14.11.2024 18:33:01	00.304V	01.338A
14.11.2024 18:33:02	00.305V	01.338A
14.11.2024 18:33:03	00.305V	01.338A
14.11.2024 18:33:04	00.305V	01.338A
14.11.2024 18:33:05	00.305V	01.338A
14.11.2024 18:33:06	00.305V	01.338A
14.11.2024 18:33:07	00.305V	01.338A
14.11.2024 18:33:08	00.306V	01.338A
14.11.2024 18:33:09	00.311V	01.348A
14.11.2024 18:33:10	00.314V	01.348A
14.11.2024 18:33:11	00.317V	01.348A
14.11.2024 18:33:12	00.318V	01.348A
14.11.2024 18:33:13	00.319V	01.348A
14.11.2024 18:33:14	00.320V	01.348A
14.11.2024 18:33:15	00.321V	01.348A
14.11.2024 18:33:16	00.321V	01.348A
14.11.2024 18:33:17	00.322V	01.348A
14.11.2024 18:33:18	00.322V	01.348A
14.11.2024 18:33:19	00.322V	01.348A
14.11.2024 18:33:20	00.323V	01.348A
14.11.2024 18:33:21	00.323V	01.348A
14.11.2024 18:33:22	00.323V	01.348A
14.11.2024 18:33:23	00.323V	01.348A
14.11.2024 18:33:24	00.324V	01.348A
14.11.2024 18:33:25	00.324V	01.348A
14.11.2024 18:33:26	00.324V	01.348A
14.11.2024 18:33:27	00.324V	01.348A
14.11.2024 18:33:28	00.324V	01.348A
14.11.2024 18:33:29	00.325V	01.348A
14.11.2024 18:33:30	00.325V	01.348A
14.11.2024 18:33:31	00.325V	01.348A
14.11.2024 18:33:32	00.326V	01.348A
14.11.2024 18:33:33	00.326V	01.348A
14.11.2024 18:33:34	00.326V	01.348A
14.11.2024 18:33:35	00.326V	01.348A
14.11.2024 18:33:36	00.326V	01.348A
14.11.2024 18:33:37	00.326V	01.348A
14.11.2024 18:33:38	00.326V	01.348A
14.11.2024 18:33:39	00.327V	01.348A
14.11.2024 18:33:40	00.327V	01.348A
14.11.2024 18:33:41	00.327V	01.348A
14.11.2024 18:33:42	00.327V	01.348A
14.11.2024 18:33:43	00.327V	01.348A
14.11.2024 18:33:44	00.327V	01.348A
14.11.2024 18:33:45	00.327V	01.348A
14.11.2024 18:33:46	00.328V	01.348A
14.11.2024 18:33:47	00.328V	01.348A
14.11.2024 18:33:48	00.328V	01.348A
14.11.2024 18:33:49	00.328V	01.348A
14.11.2024 18:33:50	00.328V	01.348A
14.11.2024 18:33:51	00.328V	01.348A
14.11.2024 18:33:52	00.328V	01.348A
14.11.2024 18:33:53	00.328V	01.348A
14.11.2024 18:33:54	00.329V	01.348A
14.11.2024 18:33:55	00.329V	01.348A
14.11.2024 18:33:56	00.329V	01.348A
14.11.2024 18:33:57	00.329V	01.348A
14.11.2024 18:33:58	00.329V	01.348A
14.11.2024 18:33:59	00.329V	01.348A
14.11.2024 18:34:00	00.329V	01.348A
14.11.2024 18:34:01	00.329V	01.348A
14.11.2024 18:34:02	00.329V	01.348A
